9	18	0.0372422997686	-0.0372422997686
3	13	0.0372422997686	-0.0744845995371
13	14	0.0744845995371	-0.0372422997686
7	15	0.0372422997686	-0.0744845995371
18	5	0.0372422997686	-0.0372422997686
5	10	0.0372422997686	-0.0372422997686
1	9	0.0	-0.0744845995371
12	17	0.0372422997686	-0.0372422997686
15	2	0.0372422997686	-0.0744845995371
14	1	0.0372422997686	-0.0372422997686
10	0	0.0372422997686	-0.0372422997686
19	3	0.0	-0.0744845995371
8	16	0.0372422997686	-0.0744845995371
6	7	0.0	-0.0744845995371
4	12	0.0	-0.0744845995371
11	19	0.0372422997686	-0.0744845995371
16	4	0.0372422997686	-0.0372422997686
0	8	0.0372422997686	-0.0744845995371
2	11	0.0	-0.0744845995371
17	6	0.0372422997686	-0.0372422997686
